,First entry (Title + ISBN),Second entry (Title + ISBN),similairity_score
2011,"obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny schneider kreuznach xenar f: 2,8, należący janiny mierzeckiej ; -",0.9790244538818706
2019,"obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny flektogon 450 asb, należący janiny mierzeckiej ; -",0.9790244538818706
2017,"obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny jantar color 1:5,680, należący janiny mierzeckiej ; -",0.9790244538818706
2016,"obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny schneider kreuznach angulon f 6,8, należący janiny mierzeckiej ; -",0.9790244538818706
2015,"obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny zeiss tessar 4,550, należący janiny mierzeckiej ; -",0.9790244538818706
2014,"obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny voigtländer collinear-linse 416 mm, należący janiny mierzeckiej ; -",0.9790244538818706
2013,"obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny schneider kreuznach xenar f: 4,5, należący janiny mierzeckiej ; -",0.9790244538818706
2012,"obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny zeiss rolleiflex magnar 4x, należący janiny mierzeckiej ; -",0.9790244538818706
2009,"obiektyw fotograficzny schneider kreuznach xenar f: 2,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -",0.9790244538818706
1999,"obiektyw fotograficzny zeiss rolleiflex magnar 4x, należący janiny mierzeckiej ; -","obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -",0.9790244538818706
1989,"obiektyw fotograficzny schneider kreuznach xenar f: 4,5, należący janiny mierzeckiej ; -","obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -",0.9790244538818706
1979,"obiektyw fotograficzny voigtländer collinear-linse 416 mm, należący janiny mierzeckiej ; -","obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -",0.9790244538818706
1969,"obiektyw fotograficzny zeiss tessar 4,550, należący janiny mierzeckiej ; -","obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -",0.9790244538818706
1959,"obiektyw fotograficzny schneider kreuznach angulon f 6,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -",0.9790244538818706
1949,"obiektyw fotograficzny jantar color 1:5,680, należący janiny mierzeckiej ; -","obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -",0.9790244538818706
1939,"obiektyw fotograficzny primotar 3,5180, należący janiny mierzeckiej ; -","obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -",0.9790244538818706
1929,"obiektyw fotograficzny flektogon 450 asb, należący janiny mierzeckiej ; -","obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -",0.9790244538818706
2018,"obiektyw fotograficzny hugo meyer aristostigmat : 6,8, należący janiny mierzeckiej ; -","obiektyw fotograficzny primotar 3,5180, należący janiny mierzeckiej ; -",0.9790244538818706
2998,"inicjał z, ilustracja książki na rwd-5 atlantyk stanisława skarżyńskiego ; -","lot, ilustracja książki na rwd-5 atlantyk stanisława skarżyńskiego ; -",0.9726134338757729
2654,"inicjał ś, ilustracja księgi pamiątkowej czci poległych lotników ; -","mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2675,"inicjał m, ilustracja księgi pamiątkowej czci poległych lotników ; -","spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2585,"samolot rwd-6, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał ś, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2584,"samolot rwd-6, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał h, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2583,"samolot rwd-6, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał j, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2655,"inicjał ś, ilustracja księgi pamiątkowej czci poległych lotników ; -","spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2656,"inicjał ś, ilustracja księgi pamiątkowej czci poległych lotników ; -","samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2664,"inicjał u, ilustracja księgi pamiątkowej czci poległych lotników ; -","mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2665,"inicjał u, ilustracja księgi pamiątkowej czci poległych lotników ; -","spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2666,"inicjał u, ilustracja księgi pamiątkowej czci poległych lotników ; -","samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2674,"inicjał m, ilustracja księgi pamiątkowej czci poległych lotników ; -","mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2676,"inicjał m, ilustracja księgi pamiątkowej czci poległych lotników ; -","samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2593,"montgolfier, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał j, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2684,"inicjał h, ilustracja księgi pamiątkowej czci poległych lotników ; -","mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2685,"inicjał h, ilustracja księgi pamiątkowej czci poległych lotników ; -","spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2686,"inicjał h, ilustracja księgi pamiątkowej czci poległych lotników ; -","samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2694,"inicjał k, ilustracja księgi pamiątkowej czci poległych lotników ; -","mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2695,"inicjał k, ilustracja księgi pamiątkowej czci poległych lotników ; -","spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2696,"inicjał k, ilustracja księgi pamiątkowej czci poległych lotników ; -","samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2704,"inicjał d, ilustracja księgi pamiątkowej czci poległych lotników ; -","mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2705,"inicjał d, ilustracja księgi pamiątkowej czci poległych lotników ; -","spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2646,"inicjał j, ilustracja księgi pamiątkowej czci poległych lotników ; -","samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2586,"samolot rwd-6, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał u, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2706,"inicjał d, ilustracja księgi pamiątkowej czci poległych lotników ; -","samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2594,"montgolfier, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał h, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2614,"mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał h, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2644,"inicjał j, ilustracja księgi pamiątkowej czci poległych lotników ; -","mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2636,"samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał u, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2635,"samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał ś, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2634,"samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał h, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2633,"samolot zatoką, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał j, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2626,"spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał u, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2625,"spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał ś, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2624,"spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał h, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2595,"montgolfier, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał ś, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2623,"spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał j, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2616,"mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał u, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2615,"mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał ś, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2613,"mogiła lotnika, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał j, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2606,"montgolfier, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał u, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2605,"montgolfier, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał ś, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2604,"montgolfier, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał h, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2603,"montgolfier, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał j, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2596,"montgolfier, ilustracja księgi pamiątkowej czci poległych lotników ; -","inicjał u, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
2645,"inicjał j, ilustracja księgi pamiątkowej czci poległych lotników ; -","spalone domy, ilustracja księgi pamiątkowej czci poległych lotników ; -",0.9652163061566258
417,"ilustracja boskiej komedii dantego : piekło : pieśń xxx : wersy 22-57, 100-105 pieśń xxix : wersy 67-69 ; -",ilustracja boskiej komedii dantego : piekło : pieśń xxxiii : wersy 1-81 ; -,0.9638858642695187
418,"ilustracja boskiej komedii dantego : piekło : pieśń xxx : wersy 22-57, 100-105 pieśń xxix : wersy 67-69 ; -","ilustracja boskiej komedii dantego : piekło : pieśń xxv : wersy 17-34, 49-84 ; -",0.9638858642695187
419,"ilustracja boskiej komedii dantego : piekło : pieśń xxx : wersy 22-57, 100-105 pieśń xxix : wersy 67-69 ; -",ilustracja boskiej komedii dantego : piekło : pieśń xxvi : wersy 13-59 ; -,0.9638858642695187
433,"ilustracja boskiej komedii dantego : piekło : pieśń xxxii : wersy 16-54, 97-105 pieśń xxxiii : wersy 91-99 ; -","ilustracja boskiej komedii dantego : piekło : pieśń xxxi : wersy 37-78, 82-96, 112-145 ; -",0.9638858642695187
434,"ilustracja boskiej komedii dantego : piekło : pieśń xxxii : wersy 16-54, 97-105 pieśń xxxiii : wersy 91-99 ; -",ilustracja boskiej komedii dantego : piekło : pieśń xxviii : wersy 1-42 ; -,0.9638858642695187
435,"ilustracja boskiej komedii dantego : piekło : pieśń xxxii : wersy 16-54, 97-105 pieśń xxxiii : wersy 91-99 ; -",ilustracja boskiej komedii dantego : piekło : pieśń xxiv : wersy 79-151 ; -,0.9638858642695187
436,"ilustracja boskiej komedii dantego : piekło : pieśń xxxii : wersy 16-54, 97-105 pieśń xxxiii : wersy 91-99 ; -",ilustracja boskiej komedii dantego : piekło : pieśń xxix : wersy 37-84 ; -,0.9638858642695187
437,"ilustracja boskiej komedii dantego : piekło : pieśń xxxii : wersy 16-54, 97-105 pieśń xxxiii : wersy 91-99 ; -",ilustracja boskiej komedii dantego : piekło : pieśń xxxiii : wersy 1-81 ; -,0.9638858642695187
438,"ilustracja boskiej komedii dantego : piekło : pieśń xxxii : wersy 16-54, 97-105 pieśń xxxiii : wersy 91-99 ; -","ilustracja boskiej komedii dantego : piekło : pieśń xxv : wersy 17-34, 49-84 ; -",0.9638858642695187
416,"ilustracja boskiej komedii dantego : piekło : pieśń xxx : wersy 22-57, 100-105 pieśń xxix : wersy 67-69 ; -",ilustracja boskiej komedii dantego : piekło : pieśń xxix : wersy 37-84 ; -,0.9638858642695187
415,"ilustracja boskiej komedii dantego : piekło : pieśń xxx : wersy 22-57, 100-105 pieśń xxix : wersy 67-69 ; -",ilustracja boskiej komedii dantego : piekło : pieśń xxiv : wersy 79-151 ; -,0.9638858642695187
414,"ilustracja boskiej komedii dantego : piekło : pieśń xxx : wersy 22-57, 100-105 pieśń xxix : wersy 67-69 ; -",ilustracja boskiej komedii dantego : piekło : pieśń xxviii : wersy 1-42 ; -,0.9638858642695187
413,"ilustracja boskiej komedii dantego : piekło : pieśń xxx : wersy 22-57, 100-105 pieśń xxix : wersy 67-69 ; -","ilustracja boskiej komedii dantego : piekło : pieśń xxxi : wersy 37-78, 82-96, 112-145 ; -",0.9638858642695187
389,ilustracja boskiej komedii dantego : piekło : pieśń xxvii : wersy 4-29 pieśń xxvi : wersy 43-45 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxvi : wersy 13-59 ; -,0.9638858642695187
388,ilustracja boskiej komedii dantego : piekło : pieśń xxvii : wersy 4-29 pieśń xxvi : wersy 43-45 ; -,"ilustracja boskiej komedii dantego : piekło : pieśń xxv : wersy 17-34, 49-84 ; -",0.9638858642695187
387,ilustracja boskiej komedii dantego : piekło : pieśń xxvii : wersy 4-29 pieśń xxvi : wersy 43-45 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxxiii : wersy 1-81 ; -,0.9638858642695187
386,ilustracja boskiej komedii dantego : piekło : pieśń xxvii : wersy 4-29 pieśń xxvi : wersy 43-45 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxix : wersy 37-84 ; -,0.9638858642695187
385,ilustracja boskiej komedii dantego : piekło : pieśń xxvii : wersy 4-29 pieśń xxvi : wersy 43-45 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxiv : wersy 79-151 ; -,0.9638858642695187
439,"ilustracja boskiej komedii dantego : piekło : pieśń xxxii : wersy 16-54, 97-105 pieśń xxxiii : wersy 91-99 ; -",ilustracja boskiej komedii dantego : piekło : pieśń xxvi : wersy 13-59 ; -,0.9638858642695187
384,ilustracja boskiej komedii dantego : piekło : pieśń xxvii : wersy 4-29 pieśń xxvi : wersy 43-45 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxviii : wersy 1-42 ; -,0.9638858642695187
383,ilustracja boskiej komedii dantego : piekło : pieśń xxvii : wersy 4-29 pieśń xxvi : wersy 43-45 ; -,"ilustracja boskiej komedii dantego : piekło : pieśń xxxi : wersy 37-78, 82-96, 112-145 ; -",0.9638858642695187
2534,"inicjał w, ilustracja książki onegdaj wacława berenta ; -","atena budząca śpiącego geniusza, ilustracja książki onegdaj wacława berenta ; -",0.9631592704725593
2533,"inicjał w, ilustracja książki onegdaj wacława berenta ; -","miecz gałązka lauru, ilustracja książki onegdaj wacława berenta ; -",0.9631592704725593
2532,"inicjał w, ilustracja książki onegdaj wacława berenta ; -","nagrobek cypriana godebskiego, ilustracja książki onegdaj wacława berenta ; -",0.9631592704725593
2531,"inicjał w, ilustracja książki onegdaj wacława berenta ; -","hełm kołczan strzałami, ilustracja książki onegdaj wacława berenta ; -",0.9631592704725593
2529,"hełm kołczan strzałami, ilustracja książki onegdaj wacława berenta ; -","inicjał w, ilustracja książki onegdaj wacława berenta ; -",0.9631592704725593
2524,"nagrobek cypriana godebskiego, ilustracja książki onegdaj wacława berenta ; -","inicjał w, ilustracja książki onegdaj wacława berenta ; -",0.9631592704725593
2519,"miecz gałązka lauru, ilustracja książki onegdaj wacława berenta ; -","inicjał w, ilustracja książki onegdaj wacława berenta ; -",0.9631592704725593
2514,"atena budząca śpiącego geniusza, ilustracja książki onegdaj wacława berenta ; -","inicjał w, ilustracja książki onegdaj wacława berenta ; -",0.9631592704725593
1284,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał b legendy złota kaczka ; -,0.9561797877517385
1278,inicjał legend warszawy ewy szelburg-zarembiny : inicjał o legendy pan jezus fary ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,0.9561797877517385
1281,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał o legendy przestroga ; -,0.9561797877517385
1282,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał o legendy pan jezus fary ; -,0.9561797877517385
1283,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał ż legendy burmistrz śmierć ; -,0.9561797877517385
1260,inicjał legend warszawy ewy szelburg-zarembiny : inicjał b legendy złota kaczka ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,0.9561797877517385
1285,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał z legendy kochanica diabła ; -,0.9561797877517385
1286,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał z legendy kocur kamienicy książąt mazowieckich ; -,0.9561797877517385
1287,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał o legendy wróżba panny wodnej ; -,0.9561797877517385
1307,inicjał legend warszawy ewy szelburg-zarembiny : inicjał o legendy przestroga ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,0.9561797877517385
1242,inicjał legend warszawy ewy szelburg-zarembiny : inicjał z legendy kocur kamienicy książąt mazowieckich ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,0.9561797877517385
1269,inicjał legend warszawy ewy szelburg-zarembiny : inicjał ż legendy burmistrz śmierć ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,0.9561797877517385
1251,inicjał legend warszawy ewy szelburg-zarembiny : inicjał z legendy kochanica diabła ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,0.9561797877517385
1233,inicjał legend warszawy ewy szelburg-zarembiny : inicjał o legendy wróżba panny wodnej ; -,inicjał legend warszawy ewy szelburg-zarembiny : inicjał w legendy widmo ; -,0.9561797877517385
469,ilustracja boskiej komedii dantego : czyściec : pieśń ii : wersy 10-51 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxxi : wersy 92-102 ; -,0.954088049725241
470,ilustracja boskiej komedii dantego : czyściec : pieśń ii : wersy 10-51 ; -,"ilustracja boskiej komedii dantego : czyściec : pieśń xxvii : wersy 1-48, 88-90 ; -",0.954088049725241
813,ilustracja boskiej komedii dantego : raj : pieśń ii : wersy 112-148 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxx : wersy 61-81, 88-120 ; -",0.954088049725241
812,ilustracja boskiej komedii dantego : raj : pieśń ii : wersy 112-148 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxxii : wersy 4-36, 85-99, 118-138 ; -",0.954088049725241
811,ilustracja boskiej komedii dantego : raj : pieśń ii : wersy 112-148 ; -,ilustracja boskiej komedii dantego : raj : pieśń xxxiii : wersy 115-145 ; -,0.954088049725241
810,ilustracja boskiej komedii dantego : raj : pieśń ii : wersy 112-148 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxv : wersy 13-27, 100-117 ; -",0.954088049725241
809,ilustracja boskiej komedii dantego : raj : pieśń ii : wersy 112-148 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxix : wersy 49-57, 91-93, 130-145 ; -",0.954088049725241
808,ilustracja boskiej komedii dantego : raj : pieśń ii : wersy 112-148 ; -,ilustracja boskiej komedii dantego : raj : pieśń xxiv : wersy 19-45 ; -,0.954088049725241
807,ilustracja boskiej komedii dantego : raj : pieśń ii : wersy 112-148 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxvii : wersy 1-11, 19-27, 40-66 ; -",0.954088049725241
806,ilustracja boskiej komedii dantego : raj : pieśń ii : wersy 112-148 ; -,ilustracja boskiej komedii dantego : raj : pieśń xxxi : wersy 59-142 ; -,0.954088049725241
805,ilustracja boskiej komedii dantego : raj : pieśń ii : wersy 112-148 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxviii : wersy 13-39, 94-96 ; -",0.954088049725241
476,ilustracja boskiej komedii dantego : czyściec : pieśń ii : wersy 10-51 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxx : wersy 13-72 ; -,0.954088049725241
475,ilustracja boskiej komedii dantego : czyściec : pieśń ii : wersy 10-51 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxxii : wersy 85-108 ; -,0.954088049725241
474,ilustracja boskiej komedii dantego : czyściec : pieśń ii : wersy 10-51 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxxiii : wersy 103-114 ; -,0.954088049725241
473,ilustracja boskiej komedii dantego : czyściec : pieśń ii : wersy 10-51 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxv : wersy 109-139 ; -,0.954088049725241
472,ilustracja boskiej komedii dantego : czyściec : pieśń ii : wersy 10-51 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxix : wersy 73-132 ; -,0.954088049725241
471,ilustracja boskiej komedii dantego : czyściec : pieśń ii : wersy 10-51 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxiv : wersy 98-154 ; -,0.954088049725241
468,ilustracja boskiej komedii dantego : czyściec : pieśń ii : wersy 10-51 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxviii : wersy 1-63 ; -,0.954088049725241
94,ilustracja boskiej komedii dantego : piekło : pieśń ii : wersy 52-85 ; -,"ilustracja boskiej komedii dantego : piekło : pieśń xxiii : wersy 58-69, 110-126 ; -",0.9538239990300549
93,ilustracja boskiej komedii dantego : piekło : pieśń ii : wersy 52-85 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxviii : wersy 1-42 ; -,0.9538239990300549
95,ilustracja boskiej komedii dantego : piekło : pieśń ii : wersy 52-85 ; -,"ilustracja boskiej komedii dantego : piekło : pieśń xxxi : wersy 37-78, 82-96, 112-145 ; -",0.9538239990300549
96,ilustracja boskiej komedii dantego : piekło : pieśń ii : wersy 52-85 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxiv : wersy 79-151 ; -,0.9538239990300549
97,ilustracja boskiej komedii dantego : piekło : pieśń ii : wersy 52-85 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxix : wersy 37-84 ; -,0.9538239990300549
98,ilustracja boskiej komedii dantego : piekło : pieśń ii : wersy 52-85 ; -,"ilustracja boskiej komedii dantego : piekło : pieśń xxv : wersy 17-34, 49-84 ; -",0.9538239990300549
99,ilustracja boskiej komedii dantego : piekło : pieśń ii : wersy 52-85 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxii : wersy 13-58 ; -,0.9538239990300549
100,ilustracja boskiej komedii dantego : piekło : pieśń ii : wersy 52-85 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxiv : wersy 79-151 ; -,0.9538239990300549
101,ilustracja boskiej komedii dantego : piekło : pieśń ii : wersy 52-85 ; -,ilustracja boskiej komedii dantego : piekło : pieśń xxxiii : wersy 1-81 ; -,0.9538239990300549
1813,wybitne osiągnięcia twórcze dziedzinie fotografii : janina mierzecka : 1985 ; -,150 fotografii : 1839-1989 ; -,0.9522155077235226
1770,150 fotografii : 1839-1989 ; -,wybitne osiągnięcia twórcze dziedzinie fotografii : janina mierzecka : 1985 ; -,0.9522155077235226
822,ilustracja boskiej komedii dantego : raj : pieśń iii : wersy 1-24 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxxii : wersy 4-36, 85-99, 118-138 ; -",0.9476665190164097
815,ilustracja boskiej komedii dantego : raj : pieśń iii : wersy 1-24 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxviii : wersy 13-39, 94-96 ; -",0.9476665190164097
486,ilustracja boskiej komedii dantego : czyściec : pieśń iii : wersy 46-102 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxx : wersy 13-72 ; -,0.9476665190164097
485,ilustracja boskiej komedii dantego : czyściec : pieśń iii : wersy 46-102 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxxii : wersy 85-108 ; -,0.9476665190164097
478,ilustracja boskiej komedii dantego : czyściec : pieśń iii : wersy 46-102 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxviii : wersy 1-63 ; -,0.9476665190164097
484,ilustracja boskiej komedii dantego : czyściec : pieśń iii : wersy 46-102 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxxiii : wersy 103-114 ; -,0.9476665190164097
483,ilustracja boskiej komedii dantego : czyściec : pieśń iii : wersy 46-102 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxv : wersy 109-139 ; -,0.9476665190164097
482,ilustracja boskiej komedii dantego : czyściec : pieśń iii : wersy 46-102 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxix : wersy 73-132 ; -,0.9476665190164097
817,ilustracja boskiej komedii dantego : raj : pieśń iii : wersy 1-24 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxvii : wersy 1-11, 19-27, 40-66 ; -",0.9476665190164097
479,ilustracja boskiej komedii dantego : czyściec : pieśń iii : wersy 46-102 ; -,ilustracja boskiej komedii dantego : czyściec : pieśń xxxi : wersy 92-102 ; -,0.9476665190164097
816,ilustracja boskiej komedii dantego : raj : pieśń iii : wersy 1-24 ; -,ilustracja boskiej komedii dantego : raj : pieśń xxxi : wersy 59-142 ; -,0.9476665190164097
823,ilustracja boskiej komedii dantego : raj : pieśń iii : wersy 1-24 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxx : wersy 61-81, 88-120 ; -",0.9476665190164097
818,ilustracja boskiej komedii dantego : raj : pieśń iii : wersy 1-24 ; -,ilustracja boskiej komedii dantego : raj : pieśń xxiv : wersy 19-45 ; -,0.9476665190164097
819,ilustracja boskiej komedii dantego : raj : pieśń iii : wersy 1-24 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxix : wersy 49-57, 91-93, 130-145 ; -",0.9476665190164097
820,ilustracja boskiej komedii dantego : raj : pieśń iii : wersy 1-24 ; -,"ilustracja boskiej komedii dantego : raj : pieśń xxv : wersy 13-27, 100-117 ; -",0.9476665190164097
